Date,Ticker,Close
2025-05-08,CHW,6.31
2025-05-09,CHW,6.35
2025-05-12,CHW,6.46
2025-05-13,CHW,6.51
2025-05-14,CHW,6.54
2025-05-15,CHW,6.51
2025-05-16,CHW,6.57
2025-05-19,CHW,6.55
2025-05-20,CHW,6.6
2025-05-21,CHW,6.55
2025-05-22,CHW,6.53
2025-05-23,CHW,6.52
2025-05-27,CHW,6.53
2025-05-28,CHW,6.52
2025-05-29,CHW,6.53
2025-05-30,CHW,6.56
2025-06-02,CHW,6.58
2025-06-03,CHW,6.66
2025-06-04,CHW,6.63
2025-06-05,CHW,6.65
2025-06-06,CHW,6.66
2025-06-09,CHW,6.68
2025-06-10,CHW,6.69
2025-06-11,CHW,6.68
2025-06-12,CHW,6.73
2025-06-13,CHW,6.65
2025-06-16,CHW,6.72
2025-06-17,CHW,6.66
2025-06-18,CHW,6.66
2025-06-20,CHW,6.6
2025-06-23,CHW,6.63
2025-06-24,CHW,6.75
2025-06-25,CHW,6.78
2025-06-26,CHW,6.84
2025-06-27,CHW,6.87
2025-06-30,CHW,6.94
2025-07-01,CHW,6.95
2025-07-02,CHW,6.93
2025-07-03,CHW,6.98
2025-07-07,CHW,6.89
2025-07-08,CHW,6.94
2025-07-09,CHW,6.97
2025-07-10,CHW,6.98
2025-07-11,CHW,6.94
2025-07-14,CHW,6.92
2025-07-15,CHW,6.95
2025-07-16,CHW,6.99
2025-07-17,CHW,6.96
2025-07-18,CHW,6.97
2025-07-21,CHW,7.0
2025-07-22,CHW,6.99
2025-07-23,CHW,7.05
2025-07-24,CHW,7.07
2025-07-25,CHW,7.09
2025-07-28,CHW,7.09
2025-07-29,CHW,7.08
2025-07-30,CHW,7.05
2025-07-31,CHW,7.04
2025-08-01,CHW,6.95
2025-08-04,CHW,6.98
2025-08-05,CHW,7.04
2025-08-06,CHW,7.05
2025-08-07,CHW,7.1
2025-08-08,CHW,7.1
2025-08-11,CHW,7.07
2025-08-12,CHW,7.12
2025-08-13,CHW,7.17
2025-08-14,CHW,7.16
2025-08-15,CHW,7.17
2025-08-18,CHW,7.19
2025-08-19,CHW,7.12
2025-08-20,CHW,7.06
2025-08-21,CHW,7.05
2025-08-22,CHW,7.13
2025-08-25,CHW,7.15
2025-08-26,CHW,7.15
2025-08-27,CHW,7.2
2025-08-28,CHW,7.22
2025-08-29,CHW,7.21
2025-09-02,CHW,7.14
2025-09-03,CHW,7.15
2025-09-04,CHW,7.18
2025-09-05,CHW,7.15
2025-09-08,CHW,7.18
2025-09-09,CHW,7.23
2025-09-10,CHW,7.3
2025-09-11,CHW,7.36
2025-09-12,CHW,7.39
2025-09-15,CHW,7.43
2025-09-16,CHW,7.43
2025-09-17,CHW,7.45
2025-09-18,CHW,7.44
2025-09-19,CHW,7.54
2025-09-22,CHW,7.58
2025-09-23,CHW,7.56
2025-09-24,CHW,7.51
2025-09-25,CHW,7.43
2025-09-26,CHW,7.43
2025-09-29,CHW,7.44
2025-09-30,CHW,7.49
2025-10-01,CHW,7.53
2025-10-02,CHW,7.54
2025-10-03,CHW,7.6
2025-10-06,CHW,7.61
2025-10-07,CHW,7.69
2025-10-08,CHW,7.72
2025-10-09,CHW,7.77
2025-10-10,CHW,7.58
2025-10-13,CHW,7.67
2025-10-14,CHW,7.64
2025-10-15,CHW,7.71
2025-10-16,CHW,7.61
2025-10-17,CHW,7.6
2025-10-20,CHW,7.6
2025-10-21,CHW,7.59
2025-10-22,CHW,7.48
2025-10-23,CHW,7.5
2025-10-24,CHW,7.56
2025-10-27,CHW,7.66
2025-10-28,CHW,7.7
2025-10-29,CHW,7.76
2025-05-02,EMD,8.9
2025-05-05,EMD,8.87
2025-05-06,EMD,8.92
2025-05-07,EMD,8.85
2025-05-08,EMD,8.89
2025-05-09,EMD,8.97
2025-05-12,EMD,9.1
2025-05-13,EMD,9.09
2025-05-14,EMD,9.08
2025-05-15,EMD,9.13
2025-05-16,EMD,9.15
2025-05-19,EMD,9.15
2025-05-20,EMD,9.15
2025-05-21,EMD,9.08
2025-05-22,EMD,9.07
2025-05-23,EMD,9.16
2025-05-27,EMD,9.21
2025-05-28,EMD,9.15
2025-05-29,EMD,9.16
2025-05-30,EMD,9.22
2025-06-02,EMD,9.19
2025-06-03,EMD,9.25
2025-06-04,EMD,9.34
2025-06-05,EMD,9.33
2025-06-06,EMD,9.34
2025-06-09,EMD,9.3
2025-06-10,EMD,9.35
2025-06-11,EMD,9.34
2025-06-12,EMD,9.37
2025-06-13,EMD,9.33
2025-06-16,EMD,9.34
2025-06-17,EMD,9.37
2025-06-18,EMD,9.35
2025-06-20,EMD,9.45
2025-06-23,EMD,9.48
2025-06-24,EMD,9.54
2025-06-25,EMD,9.57
2025-06-26,EMD,9.68
2025-06-27,EMD,9.66
2025-06-30,EMD,9.69
2025-07-01,EMD,9.84
2025-07-02,EMD,9.86
2025-07-03,EMD,9.81
2025-07-07,EMD,9.75
2025-07-08,EMD,9.76
2025-07-09,EMD,9.82
2025-07-10,EMD,9.77
2025-07-11,EMD,9.75
2025-07-14,EMD,9.77
2025-07-15,EMD,9.75
2025-07-16,EMD,9.75
2025-07-17,EMD,9.73
2025-07-18,EMD,9.69
2025-07-21,EMD,9.75
2025-07-22,EMD,9.8
2025-07-23,EMD,9.8
2025-07-24,EMD,9.74
2025-07-25,EMD,9.84
2025-07-28,EMD,9.82
2025-07-29,EMD,9.84
2025-07-30,EMD,9.81
2025-07-31,EMD,9.84
2025-08-01,EMD,9.88
2025-08-04,EMD,9.91
2025-08-05,EMD,9.85
2025-08-06,EMD,9.9
2025-08-07,EMD,9.97
2025-08-08,EMD,10.0
2025-08-11,EMD,9.97
2025-08-12,EMD,10.02
2025-08-13,EMD,10.09
2025-08-14,EMD,10.02
2025-08-15,EMD,9.98
2025-08-18,EMD,10.09
2025-08-19,EMD,10.11
2025-08-20,EMD,10.12
2025-08-21,EMD,10.06
2025-08-22,EMD,10.1
2025-08-25,EMD,10.06
2025-08-26,EMD,10.07
2025-08-27,EMD,10.06
2025-08-28,EMD,10.09
2025-08-29,EMD,10.11
2025-09-02,EMD,10.05
2025-09-03,EMD,10.09
2025-09-04,EMD,10.11
2025-09-05,EMD,10.25
2025-09-08,EMD,10.25
2025-09-09,EMD,10.23
2025-09-10,EMD,10.25
2025-09-11,EMD,10.28
2025-09-12,EMD,10.22
2025-09-15,EMD,10.26
2025-09-16,EMD,10.3
2025-09-17,EMD,10.34
2025-09-18,EMD,10.34
2025-09-19,EMD,10.36
2025-09-22,EMD,10.33
2025-09-23,EMD,10.24
2025-09-24,EMD,10.19
2025-09-25,EMD,10.12
2025-09-26,EMD,10.1
2025-09-29,EMD,10.16
2025-09-30,EMD,10.23
2025-10-01,EMD,10.29
2025-10-02,EMD,10.32
2025-10-03,EMD,10.21
2025-10-06,EMD,10.21
2025-10-07,EMD,10.24
2025-10-08,EMD,10.28
2025-10-09,EMD,10.19
2025-10-10,EMD,10.1
2025-10-13,EMD,10.11
2025-10-14,EMD,10.15
2025-10-15,EMD,10.29
2025-10-16,EMD,10.23
2025-10-17,EMD,10.26
2025-10-20,EMD,10.34
2025-10-21,EMD,10.5
2025-10-22,EMD,10.43
2025-10-23,EMD,10.44
2025-10-24,EMD,10.49
2025-10-27,EMD,10.56
2025-10-28,EMD,10.62
2025-10-29,EMD,10.54
2025-05-02,EMF,12.73
2025-05-05,EMF,12.79
2025-05-06,EMF,12.67
2025-05-07,EMF,12.54
2025-05-08,EMF,12.6
2025-05-09,EMF,12.65
2025-05-12,EMF,12.92
2025-05-13,EMF,13.09
2025-05-14,EMF,13.17
2025-05-15,EMF,13.17
2025-05-16,EMF,13.15
2025-05-19,EMF,13.15
2025-05-20,EMF,13.13
2025-05-21,EMF,13.13
2025-05-22,EMF,13.03
2025-05-23,EMF,13.04
2025-05-27,EMF,13.05
2025-05-28,EMF,13.14
2025-05-29,EMF,13.16
2025-05-30,EMF,13.11
2025-06-02,EMF,13.07
2025-06-03,EMF,13.2
2025-06-04,EMF,13.44
2025-06-05,EMF,13.43
2025-06-06,EMF,13.48
2025-06-09,EMF,13.67
2025-06-10,EMF,13.69
2025-06-11,EMF,13.78
2025-06-12,EMF,13.83
2025-06-13,EMF,13.57
2025-06-16,EMF,13.82
2025-06-17,EMF,13.66
2025-06-18,EMF,13.68
2025-06-20,EMF,13.72
2025-06-23,EMF,13.72
2025-06-24,EMF,14.13
2025-06-25,EMF,14.17
2025-06-26,EMF,14.28
2025-06-27,EMF,14.31
2025-06-30,EMF,14.4
2025-07-01,EMF,14.46
2025-07-02,EMF,14.52
2025-07-03,EMF,14.66
2025-07-07,EMF,14.51
2025-07-08,EMF,14.64
2025-07-09,EMF,14.72
2025-07-10,EMF,14.75
2025-07-11,EMF,14.7
2025-07-14,EMF,14.68
2025-07-15,EMF,14.77
2025-07-16,EMF,14.73
2025-07-17,EMF,14.68
2025-07-18,EMF,14.59
2025-07-21,EMF,14.62
2025-07-22,EMF,14.64
2025-07-23,EMF,14.89
2025-07-24,EMF,14.9
2025-07-25,EMF,14.75
2025-07-28,EMF,14.71
2025-07-29,EMF,14.84
2025-07-30,EMF,14.83
2025-07-31,EMF,14.77
2025-08-01,EMF,14.81
2025-08-04,EMF,14.62
2025-08-05,EMF,14.68
2025-08-06,EMF,14.72
2025-08-07,EMF,14.85
2025-08-08,EMF,14.91
2025-08-11,EMF,14.98
2025-08-12,EMF,15.05
2025-08-13,EMF,15.34
2025-08-14,EMF,15.14
2025-08-15,EMF,15.22
2025-08-18,EMF,15.38
2025-08-19,EMF,15.23
2025-08-20,EMF,15.16
2025-08-21,EMF,15.1
2025-08-22,EMF,15.34
2025-08-25,EMF,15.35
2025-08-26,EMF,15.31
2025-08-27,EMF,15.21
2025-08-28,EMF,15.16
2025-08-29,EMF,15.07
2025-09-02,EMF,14.92
2025-09-03,EMF,14.96
2025-09-04,EMF,15.01
2025-09-05,EMF,15.15
2025-09-08,EMF,15.34
2025-09-09,EMF,15.44
2025-09-10,EMF,15.68
2025-09-11,EMF,15.83
2025-09-12,EMF,15.88
2025-09-15,EMF,16.1
2025-09-16,EMF,16.29
2025-09-17,EMF,16.46
2025-09-18,EMF,16.5
2025-09-19,EMF,16.48
2025-09-22,EMF,16.45
2025-09-23,EMF,16.49
2025-09-24,EMF,16.51
2025-09-25,EMF,16.49
2025-09-26,EMF,16.27
2025-09-29,EMF,16.7
2025-09-30,EMF,16.74
2025-10-01,EMF,16.74
2025-10-02,EMF,16.9
2025-10-03,EMF,16.87
2025-10-06,EMF,17.06
2025-10-07,EMF,17.06
2025-10-08,EMF,17.0
2025-10-09,EMF,17.02
2025-10-10,EMF,16.41
2025-10-13,EMF,16.38
2025-10-14,EMF,16.3
2025-10-15,EMF,16.52
2025-10-16,EMF,16.78
2025-10-17,EMF,16.8
2025-10-20,EMF,17.0
2025-10-21,EMF,16.93
2025-10-22,EMF,16.93
2025-10-23,EMF,17.03
2025-10-24,EMF,17.17
2025-10-27,EMF,17.45
2025-10-28,EMF,17.46
2025-10-29,EMF,17.77
2025-05-02,ETO,24.04
2025-05-05,ETO,24.03
2025-05-06,ETO,23.92
2025-05-07,ETO,24.0
2025-05-08,ETO,24.06
2025-05-09,ETO,24.2
2025-05-12,ETO,24.7
2025-05-13,ETO,25.02
2025-05-14,ETO,25.16
2025-05-15,ETO,24.86
2025-05-16,ETO,25.06
2025-05-19,ETO,25.17
2025-05-20,ETO,25.11
2025-05-21,ETO,24.99
2025-05-22,ETO,24.85
2025-05-23,ETO,24.82
2025-05-27,ETO,25.2
2025-05-28,ETO,24.95
2025-05-29,ETO,25.22
2025-05-30,ETO,25.22
2025-06-02,ETO,25.38
2025-06-03,ETO,25.42
2025-06-04,ETO,25.22
2025-06-05,ETO,25.26
2025-06-06,ETO,25.36
2025-06-09,ETO,25.56
2025-06-10,ETO,25.71
2025-06-11,ETO,25.89
2025-06-12,ETO,26.08
2025-06-13,ETO,25.82
2025-06-16,ETO,25.94
2025-06-17,ETO,25.54
2025-06-18,ETO,25.6
2025-06-20,ETO,25.34
2025-06-23,ETO,25.35
2025-06-24,ETO,25.86
2025-06-25,ETO,25.9
2025-06-26,ETO,26.11
2025-06-27,ETO,26.41
2025-06-30,ETO,26.51
2025-07-01,ETO,26.55
2025-07-02,ETO,26.7
2025-07-03,ETO,26.85
2025-07-07,ETO,26.58
2025-07-08,ETO,26.67
2025-07-09,ETO,26.92
2025-07-10,ETO,27.16
2025-07-11,ETO,27.08
2025-07-14,ETO,26.97
2025-07-15,ETO,26.84
2025-07-16,ETO,26.79
2025-07-17,ETO,26.74
2025-07-18,ETO,26.78
2025-07-21,ETO,26.85
2025-07-22,ETO,26.89
2025-07-23,ETO,27.03
2025-07-24,ETO,26.97
2025-07-25,ETO,27.23
2025-07-28,ETO,27.01
2025-07-29,ETO,26.97
2025-07-30,ETO,26.85
2025-07-31,ETO,26.89
2025-08-01,ETO,26.01
2025-08-04,ETO,26.25
2025-08-05,ETO,26.38
2025-08-06,ETO,26.56
2025-08-07,ETO,26.61
2025-08-08,ETO,26.78
2025-08-11,ETO,26.7
2025-08-12,ETO,26.94
2025-08-13,ETO,26.95
2025-08-14,ETO,26.83
2025-08-15,ETO,26.91
2025-08-18,ETO,26.94
2025-08-19,ETO,26.88
2025-08-20,ETO,26.79
2025-08-21,ETO,26.76
2025-08-22,ETO,27.05
2025-08-25,ETO,27.05
2025-08-26,ETO,26.98
2025-08-27,ETO,27.01
2025-08-28,ETO,27.17
2025-08-29,ETO,27.08
2025-09-02,ETO,26.83
2025-09-03,ETO,26.83
2025-09-04,ETO,26.99
2025-09-05,ETO,27.01
2025-09-08,ETO,27.14
2025-09-09,ETO,27.17
2025-09-10,ETO,27.24
2025-09-11,ETO,27.36
2025-09-12,ETO,27.46
2025-09-15,ETO,27.43
2025-09-16,ETO,27.35
2025-09-17,ETO,27.23
2025-09-18,ETO,27.28
2025-09-19,ETO,27.27
2025-09-22,ETO,27.4
2025-09-23,ETO,27.4
2025-09-24,ETO,27.26
2025-09-25,ETO,27.06
2025-09-26,ETO,26.98
2025-09-29,ETO,27.28
2025-09-30,ETO,27.38
2025-10-01,ETO,27.62
2025-10-02,ETO,27.61
2025-10-03,ETO,27.85
2025-10-06,ETO,27.91
2025-10-07,ETO,27.74
2025-10-08,ETO,27.86
2025-10-09,ETO,27.67
2025-10-10,ETO,26.95
2025-10-13,ETO,27.18
2025-10-14,ETO,27.05
2025-10-15,ETO,27.31
2025-10-16,ETO,27.27
2025-10-17,ETO,27.48
2025-10-20,ETO,27.73
2025-10-21,ETO,27.75
2025-10-22,ETO,27.68
2025-10-23,ETO,27.84
2025-10-24,ETO,28.06
2025-10-27,ETO,28.3
2025-10-28,ETO,28.33
2025-10-29,ETO,28.31
2025-05-02,EVT,21.59
2025-05-05,EVT,21.74
2025-05-06,EVT,21.59
2025-05-07,EVT,21.65
2025-05-08,EVT,21.85
2025-05-09,EVT,21.9
2025-05-12,EVT,22.39
2025-05-13,EVT,22.62
2025-05-14,EVT,22.44
2025-05-15,EVT,22.45
2025-05-16,EVT,22.75
2025-05-19,EVT,22.69
2025-05-20,EVT,22.71
2025-05-21,EVT,22.31
2025-05-22,EVT,22.07
2025-05-23,EVT,22.03
2025-05-27,EVT,22.37
2025-05-28,EVT,22.12
2025-05-29,EVT,22.44
2025-05-30,EVT,22.46
2025-06-02,EVT,22.49
2025-06-03,EVT,22.57
2025-06-04,EVT,22.71
2025-06-05,EVT,22.55
2025-06-06,EVT,22.7
2025-06-09,EVT,22.81
2025-06-10,EVT,22.85
2025-06-11,EVT,22.84
2025-06-12,EVT,22.88
2025-06-13,EVT,22.64
2025-06-16,EVT,22.8
2025-06-17,EVT,22.66
2025-06-18,EVT,22.71
2025-06-20,EVT,22.63
2025-06-23,EVT,22.87
2025-06-24,EVT,23.07
2025-06-25,EVT,22.97
2025-06-26,EVT,23.12
2025-06-27,EVT,23.35
2025-06-30,EVT,23.45
2025-07-01,EVT,23.56
2025-07-02,EVT,23.69
2025-07-03,EVT,23.75
2025-07-07,EVT,23.38
2025-07-08,EVT,23.45
2025-07-09,EVT,23.54
2025-07-10,EVT,23.73
2025-07-11,EVT,23.61
2025-07-14,EVT,23.66
2025-07-15,EVT,23.5
2025-07-16,EVT,23.48
2025-07-17,EVT,23.44
2025-07-18,EVT,23.49
2025-07-21,EVT,23.56
2025-07-22,EVT,23.64
2025-07-23,EVT,23.76
2025-07-24,EVT,23.66
2025-07-25,EVT,23.73
2025-07-28,EVT,23.64
2025-07-29,EVT,23.64
2025-07-30,EVT,23.62
2025-07-31,EVT,23.47
2025-08-01,EVT,23.12
2025-08-04,EVT,23.2
2025-08-05,EVT,23.19
2025-08-06,EVT,23.33
2025-08-07,EVT,23.31
2025-08-08,EVT,23.38
2025-08-11,EVT,23.25
2025-08-12,EVT,23.62
2025-08-13,EVT,23.77
2025-08-14,EVT,23.72
2025-08-15,EVT,23.76
2025-08-18,EVT,23.7
2025-08-19,EVT,23.79
2025-08-20,EVT,23.72
2025-08-21,EVT,23.61
2025-08-22,EVT,23.96
2025-08-25,EVT,23.95
2025-08-26,EVT,23.91
2025-08-27,EVT,23.94
2025-08-28,EVT,24.11
2025-08-29,EVT,24.04
2025-09-02,EVT,23.94
2025-09-03,EVT,23.93
2025-09-04,EVT,24.04
2025-09-05,EVT,23.99
2025-09-08,EVT,23.94
2025-09-09,EVT,23.98
2025-09-10,EVT,23.93
2025-09-11,EVT,24.14
2025-09-12,EVT,24.07
2025-09-15,EVT,24.0
2025-09-16,EVT,23.94
2025-09-17,EVT,24.05
2025-09-18,EVT,24.23
2025-09-19,EVT,24.15
2025-09-22,EVT,24.11
2025-09-23,EVT,24.01
2025-09-24,EVT,24.0
2025-09-25,EVT,23.91
2025-09-26,EVT,24.03
2025-09-29,EVT,24.23
2025-09-30,EVT,24.29
2025-10-01,EVT,24.24
2025-10-02,EVT,24.38
2025-10-03,EVT,24.4
2025-10-06,EVT,24.42
2025-10-07,EVT,24.46
2025-10-08,EVT,24.51
2025-10-09,EVT,24.45
2025-10-10,EVT,24.0
2025-10-13,EVT,24.3
2025-10-14,EVT,24.34
2025-10-15,EVT,24.31
2025-10-16,EVT,24.21
2025-10-17,EVT,24.26
2025-10-20,EVT,24.33
2025-10-21,EVT,24.42
2025-10-22,EVT,24.35
2025-10-23,EVT,24.49
2025-10-24,EVT,24.58
2025-10-27,EVT,24.65
2025-10-28,EVT,24.64
2025-10-29,EVT,24.5
2025-05-02,GAM,51.64
2025-05-05,GAM,51.65
2025-05-06,GAM,51.44
2025-05-07,GAM,51.26
2025-05-08,GAM,51.7
2025-05-09,GAM,51.74
2025-05-12,GAM,52.79
2025-05-13,GAM,53.02
2025-05-14,GAM,53.02
2025-05-15,GAM,52.94
2025-05-16,GAM,53.3
2025-05-19,GAM,53.36
2025-05-20,GAM,53.67
2025-05-21,GAM,53.07
2025-05-22,GAM,53.24
2025-05-23,GAM,53.27
2025-05-27,GAM,54.04
2025-05-28,GAM,53.41
2025-05-29,GAM,53.88
2025-05-30,GAM,53.93
2025-06-02,GAM,54.26
2025-06-03,GAM,54.55
2025-06-04,GAM,54.43
2025-06-05,GAM,54.49
2025-06-06,GAM,54.84
2025-06-09,GAM,54.63
2025-06-10,GAM,54.81
2025-06-11,GAM,54.6
2025-06-12,GAM,54.76
2025-06-13,GAM,54.54
2025-06-16,GAM,54.85
2025-06-17,GAM,54.36
2025-06-18,GAM,53.98
2025-06-20,GAM,54.0
2025-06-23,GAM,54.48
2025-06-24,GAM,55.07
2025-06-25,GAM,55.09
2025-06-26,GAM,55.28
2025-06-27,GAM,55.68
2025-06-30,GAM,56.04
2025-07-01,GAM,56.22
2025-07-02,GAM,56.2
2025-07-03,GAM,56.62
2025-07-07,GAM,56.33
2025-07-08,GAM,56.58
2025-07-09,GAM,56.72
2025-07-10,GAM,56.85
2025-07-11,GAM,56.75
2025-07-14,GAM,56.88
2025-07-15,GAM,56.69
2025-07-16,GAM,56.73
2025-07-17,GAM,57.14
2025-07-18,GAM,57.0
2025-07-21,GAM,57.29
2025-07-22,GAM,57.21
2025-07-23,GAM,57.63
2025-07-24,GAM,57.55
2025-07-25,GAM,57.59
2025-07-28,GAM,57.38
2025-07-29,GAM,57.27
2025-07-30,GAM,56.86
2025-07-31,GAM,57.17
2025-08-01,GAM,56.39
2025-08-04,GAM,57.0
2025-08-05,GAM,57.34
2025-08-06,GAM,57.45
2025-08-07,GAM,57.67
2025-08-08,GAM,58.35
2025-08-11,GAM,58.16
2025-08-12,GAM,58.69
2025-08-13,GAM,59.01
2025-08-14,GAM,58.85
2025-08-15,GAM,59.03
2025-08-18,GAM,58.91
2025-08-19,GAM,59.13
2025-08-20,GAM,59.01
2025-08-21,GAM,59.06
2025-08-22,GAM,59.99
2025-08-25,GAM,59.71
2025-08-26,GAM,59.59
2025-08-27,GAM,59.58
2025-08-28,GAM,59.95
2025-08-29,GAM,60.1
2025-09-02,GAM,59.83
2025-09-03,GAM,60.22
2025-09-04,GAM,60.17
2025-09-05,GAM,60.4
2025-09-08,GAM,60.52
2025-09-09,GAM,60.5
2025-09-10,GAM,60.71
2025-09-11,GAM,61.33
2025-09-12,GAM,61.3
2025-09-15,GAM,61.28
2025-09-16,GAM,61.36
2025-09-17,GAM,61.47
2025-09-18,GAM,61.6
2025-09-19,GAM,61.74
2025-09-22,GAM,61.85
2025-09-23,GAM,62.02
2025-09-24,GAM,61.74
2025-09-25,GAM,60.87
2025-09-26,GAM,61.68
2025-09-29,GAM,62.12
2025-09-30,GAM,62.21
2025-10-01,GAM,62.28
2025-10-02,GAM,62.26
2025-10-03,GAM,62.84
2025-10-06,GAM,63.03
2025-10-07,GAM,63.25
2025-10-08,GAM,63.5
2025-10-09,GAM,63.7
2025-10-10,GAM,63.0
2025-10-13,GAM,63.27
2025-10-14,GAM,62.92
2025-10-15,GAM,62.78
2025-10-16,GAM,62.75
2025-10-17,GAM,62.16
2025-10-20,GAM,62.65
2025-10-21,GAM,62.6
2025-10-22,GAM,62.54
2025-10-23,GAM,62.67
2025-10-24,GAM,63.01
2025-10-27,GAM,63.12
2025-10-28,GAM,63.51
2025-10-29,GAM,63.5
2025-05-02,HGLB,7.79
2025-05-05,HGLB,7.8
2025-05-06,HGLB,7.81
2025-05-07,HGLB,7.77
2025-05-08,HGLB,7.6
2025-05-09,HGLB,7.61
2025-05-12,HGLB,7.71
2025-05-13,HGLB,7.86
2025-05-14,HGLB,7.9
2025-05-15,HGLB,7.94
2025-05-16,HGLB,7.84
2025-05-19,HGLB,7.97
2025-05-20,HGLB,7.96
2025-05-21,HGLB,7.89
2025-05-22,HGLB,7.95
2025-05-23,HGLB,8.01
2025-05-27,HGLB,7.95
2025-05-28,HGLB,7.95
2025-05-29,HGLB,8.18
2025-05-30,HGLB,8.22
2025-06-02,HGLB,8.23
2025-06-03,HGLB,8.26
2025-06-04,HGLB,8.29
2025-06-05,HGLB,8.52
2025-06-06,HGLB,8.49
2025-06-09,HGLB,8.43
2025-06-10,HGLB,8.48
2025-06-11,HGLB,8.36
2025-06-12,HGLB,8.34
2025-06-13,HGLB,8.49
2025-06-16,HGLB,8.61
2025-06-17,HGLB,8.61
2025-06-18,HGLB,8.6
2025-06-20,HGLB,8.52
2025-06-23,HGLB,8.5
2025-06-24,HGLB,8.57
2025-06-25,HGLB,8.39
2025-06-26,HGLB,8.23
2025-06-27,HGLB,8.16
2025-06-30,HGLB,8.36
2025-07-01,HGLB,8.37
2025-07-02,HGLB,8.32
2025-07-03,HGLB,8.29
2025-07-07,HGLB,8.22
2025-07-08,HGLB,8.21
2025-07-09,HGLB,8.16
2025-07-10,HGLB,8.17
2025-07-11,HGLB,8.18
2025-07-14,HGLB,8.19
2025-07-15,HGLB,8.15
2025-07-16,HGLB,8.09
2025-07-17,HGLB,8.04
2025-07-18,HGLB,7.96
